year,country_code,country,spi_score
2024,NLD,Netherlands,85.1329166666667
2016,NOR,Norway,78.8220833333333
2017,NOR,Norway,82.61625
2018,NOR,Norway,90.1625
2019,NOR,Norway,90.09375
2020,NOR,Norway,90.4683333333333
2021,NOR,Norway,93.7625
2022,NOR,Norway,92.6991666666667
2023,NOR,Norway,94.5566666666667
2024,NOR,Norway,94.1433333333333
2016,NPL,Nepal,48.2283333333333
2017,NPL,Nepal,53.2333333333333
2018,NPL,Nepal,53.8891666666667
2019,NPL,Nepal,52.8891666666667
2020,NPL,Nepal,54.97
2021,NPL,Nepal,65.66125
2022,NPL,Nepal,62.70125
2023,NPL,Nepal,61.01875
2024,NPL,Nepal,60.3679166666667
2022,NRU,Nauru,41.44875
2023,NRU,Nauru,46.4825
2024,NRU,Nauru,47.9395833333333
2016,NZL,New Zealand,78.9629166666667
2017,NZL,New Zealand,83.5525
2018,NZL,New Zealand,83.5
2019,NZL,New Zealand,83.50375
2020,NZL,New Zealand,83.67125
2021,NZL,New Zealand,88.6279166666667
2022,NZL,New Zealand,87.9345833333333
2023,NZL,New Zealand,91.3095833333334
2024,NZL,New Zealand,91.73875
2016,OMN,Oman,41.2433333333333
2017,OMN,Oman,48.9541666666667
2018,OMN,Oman,49.9345833333333
2019,OMN,Oman,50.8695833333333
2020,OMN,Oman,55.17125
2021,OMN,Oman,57.5679166666667
2022,OMN,Oman,58.6279166666667
2023,OMN,Oman,58.2466666666667
2024,OMN,Oman,59.2208333333333
2016,PAK,Pakistan,56.9233333333333
2017,PAK,Pakistan,59.4883333333333
2018,PAK,Pakistan,62.2079166666667
2019,PAK,Pakistan,61.0054166666667
2020,PAK,Pakistan,62.9104166666667
2021,PAK,Pakistan,68.34
2022,PAK,Pakistan,69.2445833333333
2023,PAK,Pakistan,68.9108333333333
2024,PAK,Pakistan,68.06125
2016,PAN,Panama,54.9341666666667
2017,PAN,Panama,57.6179166666667
2018,PAN,Panama,62.9083333333333
2019,PAN,Panama,64.5845833333333
2020,PAN,Panama,67.62875
2021,PAN,Panama,71.6283333333333
2022,PAN,Panama,73.43625
2023,PAN,Panama,76.2795833333333
2024,PAN,Panama,77.7325
2016,PER,Peru,62.89375
2017,PER,Peru,66.1183333333333
2018,PER,Peru,68.2729166666667
2019,PER,Peru,68.0129166666667
2020,PER,Peru,68.24625
2021,PER,Peru,75.7966666666667
2022,PER,Peru,77.1729166666667
2023,PER,Peru,78.7158333333333
2024,PER,Peru,81.98125
2016,PHL,Philippines,73.24375
2017,PHL,Philippines,74.4920833333333
2018,PHL,Philippines,75.8795833333333
2019,PHL,Philippines,75.3933333333333
2020,PHL,Philippines,79.1520833333334
2021,PHL,Philippines,81.9195833333333
2022,PHL,Philippines,81.4520833333333
2023,PHL,Philippines,82.70375
2024,PHL,Philippines,83.835
2020,PLW,Palau,53.6304166666667
2021,PLW,Palau,55.4129166666667
2022,PLW,Palau,51.6916666666667
2023,PLW,Palau,55.0654166666667
2024,PLW,Palau,60.9541666666667
2016,PNG,Papua New Guinea,26.9654166666667
2017,PNG,Papua New Guinea,32.725
2018,PNG,Papua New Guinea,40.585
2019,PNG,Papua New Guinea,40.50625
2020,PNG,Papua New Guinea,44.4420833333333
2021,PNG,Papua New Guinea,46.4770833333333
2022,PNG,Papua New Guinea,44.0408333333333
2023,PNG,Papua New Guinea,44.2445833333333
2024,PNG,Papua New Guinea,43.6275
2016,POL,Poland,81.7195833333333
2017,POL,Poland,82.5841666666667
2018,POL,Poland,88.2295833333333
2019,POL,Poland,89.0708333333333
2020,POL,Poland,89.9004166666667
2021,POL,Poland,94.5858333333333
2022,POL,Poland,94.18875
2023,POL,Poland,94.65375
2024,POL,Poland,91.10625
2016,PRT,Portugal,85.675
2017,PRT,Portugal,86.14375
2018,PRT,Portugal,85.9591666666667
2019,PRT,Portugal,86.2591666666667
2020,PRT,Portugal,87.1495833333333
2021,PRT,Portugal,91.56875
2022,PRT,Portugal,92.3583333333333
2023,PRT,Portugal,93.7783333333333
2024,PRT,Portugal,90.7079166666667
2016,PRY,Paraguay,53.0204166666667
2017,PRY,Paraguay,55.7441666666667
2018,PRY,Paraguay,57.6354166666667
2019,PRY,Paraguay,59.3795833333333
2020,PRY,Paraguay,65.6670833333333
2021,PRY,Paraguay,70.04875
2022,PRY,Paraguay,71.2933333333333
2023,PRY,Paraguay,71.6183333333333
2024,PRY,Paraguay,74.2079166666667
2017,PSE,West Bank and Gaza,58.5083333333333
2018,PSE,West Bank and Gaza,67.0379166666667
2019,PSE,West Bank and Gaza,66.7629166666667
2020,PSE,West Bank and Gaza,73.1920833333333
2021,PSE,West Bank and Gaza,77.8625
2022,PSE,West Bank and Gaza,74.925
2023,PSE,West Bank and Gaza,76.3475
2024,PSE,West Bank and Gaza,74.4004166666667
2016,QAT,Qatar,44.81625
2017,QAT,Qatar,47.7133333333333
2018,QAT,Qatar,47.8679166666667
2019,QAT,Qatar,55.5183333333333
2020,QAT,Qatar,56.2629166666667
2021,QAT,Qatar,67.26625
2022,QAT,Qatar,66.71375
2023,QAT,Qatar,66.78625
2024,QAT,Qatar,68.1045833333334
2017,ROU,Romania,72.455
2018,ROU,Romania,78.1691666666667
2019,ROU,Romania,79.1779166666667
2020,ROU,Romania,84.4579166666667
2021,ROU,Romania,82.5745833333333
2022,ROU,Romania,86.64625
2023,ROU,Romania,88.6175
2024,ROU,Romania,91.045
2016,RUS,Russian Federation,69.5808333333333
2017,RUS,Russian Federation,72.35625
2018,RUS,Russian Federation,74.2066666666667
2019,RUS,Russian Federation,75.8504166666667
2020,RUS,Russian Federation,77.855
2021,RUS,Russian Federation,81.5004166666667
2022,RUS,Russian Federation,80.9945833333333
2023,RUS,Russian Federation,80.9458333333333
2024,RUS,Russian Federation,81.5008333333333
2016,RWA,Rwanda,54.7895833333333
2017,RWA,Rwanda,63.735
2018,RWA,Rwanda,65.0395833333333
2019,RWA,Rwanda,62.7920833333333
2020,RWA,Rwanda,65.7395833333333
2021,RWA,Rwanda,70.19625
2022,RWA,Rwanda,67.6766666666667
2023,RWA,Rwanda,73.1391666666667
2024,RWA,Rwanda,72.6016666666667
2016,SAU,Saudi Arabia,42.69875
2017,SAU,Saudi Arabia,47.2266666666667
2018,SAU,Saudi Arabia,55.125
2019,SAU,Saudi Arabia,59.71875
2020,SAU,Saudi Arabia,67.3304166666667
2021,SAU,Saudi Arabia,72.3025
2022,SAU,Saudi Arabia,76.3870833333333
2023,SAU,Saudi Arabia,83.8633333333333
2024,SAU,Saudi Arabia,83.2875
2016,SDN,Sudan,38.2004166666667
2017,SDN,Sudan,34.64875
2018,SDN,Sudan,42.7483333333333
2019,SDN,Sudan,39.49125
2020,SDN,Sudan,36.3325
2021,SDN,Sudan,39.57875
2022,SDN,Sudan,43.3125
2023,SDN,Sudan,44.06
2024,SDN,Sudan,42.09625
2016,SEN,Senegal,55.0791666666667
2017,SEN,Senegal,60.3791666666667
2018,SEN,Senegal,63.8304166666667
2019,SEN,Senegal,65.9004166666667
2020,SEN,Senegal,68.2858333333333
2021,SEN,Senegal,77.4595833333333
2022,SEN,Senegal,75.63125
2023,SEN,Senegal,76.87875
2024,SEN,Senegal,81.4141666666667
2016,SGP,Singapore,65.2770833333333
2017,SGP,Singapore,67.9975
2018,SGP,Singapore,77.9316666666667
2019,SGP,Singapore,78.1091666666667
2020,SGP,Singapore,81.53375
2021,SGP,Singapore,85.0679166666667
2022,SGP,Singapore,86.6675
2023,SGP,Singapore,88.7675
2024,SGP,Singapore,88.31875
2016,SLB,Solomon Islands,33.0433333333333
2017,SLB,Solomon Islands,38.59625
2018,SLB,Solomon Islands,44.4333333333333
2019,SLB,Solomon Islands,41.3245833333333
2020,SLB,Solomon Islands,43.6316666666667
2021,SLB,Solomon Islands,50.3341666666667
2022,SLB,Solomon Islands,50.4025
2023,SLB,Solomon Islands,49.255
2024,SLB,Solomon Islands,51.0316666666667
2016,SLE,Sierra Leone,45.5879166666667
2017,SLE,Sierra Leone,49.1516666666667
2018,SLE,Sierra Leone,53.5883333333333
2019,SLE,Sierra Leone,53.1533333333333
2020,SLE,Sierra Leone,52.015
2021,SLE,Sierra Leone,58.83625
2022,SLE,Sierra Leone,60.32625
2023,SLE,Sierra Leone,61.105
2024,SLE,Sierra Leone,59.9416666666667
2016,SLV,El Salvador,67.3695833333333
2017,SLV,El Salvador,68.1208333333333
2018,SLV,El Salvador,69.9416666666667
2019,SLV,El Salvador,69.4633333333333
2020,SLV,El Salvador,65.0770833333333
2021,SLV,El Salvador,74.4175
2022,SLV,El Salvador,74.0933333333333
2023,SLV,El Salvador,75.5608333333333
2024,SLV,El Salvador,73.74
2017,SOM,"Somalia, Fed. Rep.",11.7695833333333
2018,SOM,"Somalia, Fed. Rep.",19.6791666666667
2019,SOM,"Somalia, Fed. Rep.",25.9479166666667
2020,SOM,"Somalia, Fed. Rep.",34.9908333333333
2021,SOM,"Somalia, Fed. Rep.",41.6083333333333
2022,SOM,"Somalia, Fed. Rep.",43.9133333333333
2023,SOM,"Somalia, Fed. Rep.",45.6783333333333
2024,SOM,"Somalia, Fed. Rep.",51.7108333333333
2016,SRB,Serbia,68.7741666666667
2017,SRB,Serbia,73.7370833333333
2018,SRB,Serbia,75.2854166666667
2019,SRB,Serbia,75.7929166666667
2020,SRB,Serbia,80.8620833333333
2021,SRB,Serbia,81.1475
2022,SRB,Serbia,79.8208333333333
2023,SRB,Serbia,84.0720833333334
2024,SRB,Serbia,80.48875
2016,SSD,South Sudan,30.785
2017,SSD,South Sudan,23.9608333333333
2018,SSD,South Sudan,25.3758333333333
2019,SSD,South Sudan,31.1691666666667
2020,SSD,South Sudan,29.8545833333333
2021,SSD,South Sudan,32.1920833333333
2022,SSD,South Sudan,29.2166666666667
2023,SSD,South Sudan,23.84125
2024,SSD,South Sudan,27.1225
2016,STP,Sao Tome and Principe,45.595
2017,STP,Sao Tome and Principe,50.925
2018,STP,Sao Tome and Principe,51.135
2019,STP,Sao Tome and Principe,42.6308333333333
2020,STP,Sao Tome and Principe,54.41375
2021,STP,Sao Tome and Principe,57.2725
2022,STP,Sao Tome and Principe,55.8383333333333
2023,STP,Sao Tome and Principe,53.43125
2024,STP,Sao Tome and Principe,52.9704166666667
2016,SUR,Suriname,36.51625
2017,SUR,Suriname,42.12625
2018,SUR,Suriname,53.38
2019,SUR,Suriname,51.4729166666667
2020,SUR,Suriname,55.8666666666667
2021,SUR,Suriname,61.9458333333333
2022,SUR,Suriname,58.3320833333333
2023,SUR,Suriname,57.5375
2024,SUR,Suriname,58.625
2016,SVK,Slovak Republic,82.2020833333333
2017,SVK,Slovak Republic,85.67
2018,SVK,Slovak Republic,85.38625
2019,SVK,Slovak Republic,85.595
2020,SVK,Slovak Republic,86.2604166666667
2021,SVK,Slovak Republic,90.5233333333333
2022,SVK,Slovak Republic,88.4708333333333
2023,SVK,Slovak Republic,89.7683333333333
2024,SVK,Slovak Republic,83.25125
2016,SVN,Slovenia,86.86625
2017,SVN,Slovenia,88.3079166666667
2018,SVN,Slovenia,88.34
2019,SVN,Slovenia,88.60125
2020,SVN,Slovenia,89.7870833333333
2021,SVN,Slovenia,93.07
2022,SVN,Slovenia,92.7041666666667
2023,SVN,Slovenia,94.2204166666667
2024,SVN,Slovenia,91.0866666666667
2016,SWE,Sweden,88.0295833333333
2017,SWE,Sweden,88.67125
2018,SWE,Sweden,88.7216666666667
2019,SWE,Sweden,88.8641666666667
2020,SWE,Sweden,90.25875
2021,SWE,Sweden,93.4429166666667
2022,SWE,Sweden,92.96125
2023,SWE,Sweden,94.41
2024,SWE,Sweden,92.66125
2016,SWZ,Eswatini,46.20125
2017,SWZ,Eswatini,49.68375
2018,SWZ,Eswatini,58.5420833333334
2019,SWZ,Eswatini,51.1804166666667
2020,SWZ,Eswatini,47.2075
2021,SWZ,Eswatini,56.45875
2022,SWZ,Eswatini,52.9958333333333
2023,SWZ,Eswatini,61.5225
2024,SWZ,Eswatini,60.965
2017,SYC,Seychelles,52.9783333333333
2018,SYC,Seychelles,57.5754166666667
2019,SYC,Seychelles,59.9091666666667
2020,SYC,Seychelles,61.8516666666667
2021,SYC,Seychelles,60.2858333333333
2022,SYC,Seychelles,59.3491666666667
2023,SYC,Seychelles,59.9979166666667
2024,SYC,Seychelles,64.53375
2017,SYR,Syrian Arab Republic,24.1079166666667
2018,SYR,Syrian Arab Republic,23.98875
2019,SYR,Syrian Arab Republic,24.11375
2020,SYR,Syrian Arab Republic,25.1108333333333
2021,SYR,Syrian Arab Republic,26.7470833333333
2022,SYR,Syrian Arab Republic,28.2629166666667
2023,SYR,Syrian Arab Republic,31.8379166666667
2024,SYR,Syrian Arab Republic,32.4175
2016,TCD,Chad,28.5029166666667
2017,TCD,Chad,31.7166666666667
2018,TCD,Chad,31.9166666666667
2019,TCD,Chad,38.8833333333333
2020,TCD,Chad,41.17375
2021,TCD,Chad,46.84875
2022,TCD,Chad,48.6058333333333
2023,TCD,Chad,52.3658333333333
2024,TCD,Chad,53.56625
2016,TGO,Togo,52.0383333333333
2017,TGO,Togo,59.4466666666667
2018,TGO,Togo,60.9291666666667
2019,TGO,Togo,61.2104166666667
2020,TGO,Togo,62.40875
2021,TGO,Togo,69.7666666666667
2022,TGO,Togo,68.2279166666667
2023,TGO,Togo,64.4258333333333
2024,TGO,Togo,66.5520833333333
2016,THA,Thailand,77.6920833333333
2017,THA,Thailand,76.2504166666667
2018,THA,Thailand,76.6933333333333
2019,THA,Thailand,76.1208333333333
2020,THA,Thailand,79.2775
2021,THA,Thailand,82.6841666666667
2022,THA,Thailand,83.9741666666667
2023,THA,Thailand,83.5783333333333
2024,THA,Thailand,85.0391666666667
2016,TJK,Tajikistan,50.8895833333333
2017,TJK,Tajikistan,55.6191666666667
2018,TJK,Tajikistan,56.1866666666667
2019,TJK,Tajikistan,56.4304166666667
2020,TJK,Tajikistan,57.2054166666667
2021,TJK,Tajikistan,56.7120833333333
2022,TJK,Tajikistan,53.2470833333333
2023,TJK,Tajikistan,53.6083333333333
2024,TJK,Tajikistan,63.86875
2016,TKM,Turkmenistan,19.1633333333333
2017,TKM,Turkmenistan,22.215
2018,TKM,Turkmenistan,16.6470833333333
2019,TKM,Turkmenistan,23.1408333333333
2020,TKM,Turkmenistan,26.84125
2021,TKM,Turkmenistan,28.675
2022,TKM,Turkmenistan,30.74625
2023,TKM,Turkmenistan,30.7175
2024,TKM,Turkmenistan,29.6541666666667
2017,TLS,Timor-Leste,48.83875
2018,TLS,Timor-Leste,54.9483333333333
2019,TLS,Timor-Leste,56.37875
2020,TLS,Timor-Leste,55.93125
2021,TLS,Timor-Leste,57.99375
2022,TLS,Timor-Leste,60.4233333333333
2023,TLS,Timor-Leste,61.8008333333333
2024,TLS,Timor-Leste,60.5166666666667
2020,TON,Tonga,55.4608333333333
2021,TON,Tonga,66.18375
2022,TON,Tonga,63.55
2023,TON,Tonga,64.05
2024,TON,Tonga,63.2033333333333
2016,TTO,Trinidad and Tobago,38.9270833333333
2017,TTO,Trinidad and Tobago,39.8308333333333
2018,TTO,Trinidad and Tobago,47.01125
2019,TTO,Trinidad and Tobago,44.5433333333333
2020,TTO,Trinidad and Tobago,44.53625
2021,TTO,Trinidad and Tobago,55.4441666666667
2022,TTO,Trinidad and Tobago,57.9470833333333
2023,TTO,Trinidad and Tobago,57.7820833333333
2024,TTO,Trinidad and Tobago,59.3841666666667
2016,TUN,Tunisia,62.4075
2017,TUN,Tunisia,60.32125
2018,TUN,Tunisia,64.7183333333333
2019,TUN,Tunisia,64.9008333333333
2020,TUN,Tunisia,66.4395833333333
2021,TUN,Tunisia,74.73
2022,TUN,Tunisia,75.2508333333333
2023,TUN,Tunisia,75.4545833333333
2024,TUN,Tunisia,75.4575
2016,TUR,Turkiye,72.6454166666667
2017,TUR,Turkiye,77.2029166666667
2018,TUR,Turkiye,77.99
2019,TUR,Turkiye,78.47125
2020,TUR,Turkiye,78.1458333333333
2021,TUR,Turkiye,80.0825
2022,TUR,Turkiye,77.7208333333333
2023,TUR,Turkiye,78.6770833333333
2024,TUR,Turkiye,79.3483333333333
2022,TUV,Tuvalu,41.4225
2023,TUV,Tuvalu,42.68875
2024,TUV,Tuvalu,43.0166666666667
2016,TZA,Tanzania,61.2458333333333
2017,TZA,Tanzania,62.4770833333333
2018,TZA,Tanzania,57.68125
2019,TZA,Tanzania,58.2345833333333
2020,TZA,Tanzania,61.5308333333333
2021,TZA,Tanzania,64.6225
2022,TZA,Tanzania,69.21125
2023,TZA,Tanzania,70.85125
2024,TZA,Tanzania,68.2204166666667
2016,UGA,Uganda,63.9345833333333
2017,UGA,Uganda,67.79
2018,UGA,Uganda,65.8483333333333
2019,UGA,Uganda,67.7375
2020,UGA,Uganda,68.6954166666667
2021,UGA,Uganda,72.4933333333333
2022,UGA,Uganda,65.25875
2023,UGA,Uganda,66.6275
2024,UGA,Uganda,68.6995833333333
2016,UKR,Ukraine,67.3445833333333
2017,UKR,Ukraine,68.2529166666667
2018,UKR,Ukraine,69.2279166666667
2019,UKR,Ukraine,72.1441666666667
2020,UKR,Ukraine,76.0125
2021,UKR,Ukraine,80.0591666666667
2022,UKR,Ukraine,77.5233333333333
2023,UKR,Ukraine,78.4133333333333
2024,UKR,Ukraine,75.9970833333334
2016,URY,Uruguay,65.5325
2017,URY,Uruguay,68.3375
2018,URY,Uruguay,67.8008333333333
2019,URY,Uruguay,66.9920833333333
2020,URY,Uruguay,70.6458333333333
2021,URY,Uruguay,80.94
2022,URY,Uruguay,76.6745833333333
2023,URY,Uruguay,81.1004166666667
2024,URY,Uruguay,80.1466666666667
2016,USA,United States,87.97
2017,USA,United States,87.1091666666667
2018,USA,United States,87.2495833333333
2019,USA,United States,87.2570833333333
2020,USA,United States,86.8983333333333
2021,USA,United States,92.75
2022,USA,United States,91.8754166666667
2023,USA,United States,93.4304166666667
2024,USA,United States,90.05875
2016,UZB,Uzbekistan,37.73125
2017,UZB,Uzbekistan,43.625
2018,UZB,Uzbekistan,50.5429166666667
2019,UZB,Uzbekistan,53.91
2020,UZB,Uzbekistan,67.8033333333333
2021,UZB,Uzbekistan,71.055
2022,UZB,Uzbekistan,75.7908333333333
2023,UZB,Uzbekistan,81.9920833333333
2024,UZB,Uzbekistan,81.4908333333333
2016,VCT,St. Vincent and the Grenadines,39.17875
2017,VCT,St. Vincent and the Grenadines,37.63125
2018,VCT,St. Vincent and the Grenadines,45.2608333333333
2019,VCT,St. Vincent and the Grenadines,48.1245833333333
2020,VCT,St. Vincent and the Grenadines,47.6695833333333
2021,VCT,St. Vincent and the Grenadines,48.53625
2022,VCT,St. Vincent and the Grenadines,48.2795833333333
2023,VCT,St. Vincent and the Grenadines,48.3870833333333
2024,VCT,St. Vincent and the Grenadines,51.9591666666667
2016,VEN,"Venezuela, RB",45.18
2017,VEN,"Venezuela, RB",52.1679166666667
2018,VEN,"Venezuela, RB",49.0383333333333
2019,VEN,"Venezuela, RB",47.865
2020,VEN,"Venezuela, RB",47.94625
2021,VEN,"Venezuela, RB",49.57
2022,VEN,"Venezuela, RB",48.6266666666667
2023,VEN,"Venezuela, RB",39.3925
2024,VEN,"Venezuela, RB",39.4575
2016,VNM,Viet Nam,53.7116666666667
2017,VNM,Viet Nam,59.125
2018,VNM,Viet Nam,59.6283333333333
2019,VNM,Viet Nam,58.9620833333333
2020,VNM,Viet Nam,61.5004166666667
2021,VNM,Viet Nam,67.1033333333333
2022,VNM,Viet Nam,66.7179166666667
2023,VNM,Viet Nam,71.6241666666667
2024,VNM,Viet Nam,67.2383333333333
2016,VUT,Vanuatu,38.1416666666667
2017,VUT,Vanuatu,40.5075
2018,VUT,Vanuatu,39.4991666666667
2019,VUT,Vanuatu,42.6816666666667
2020,VUT,Vanuatu,41.9579166666667
2021,VUT,Vanuatu,50.6383333333333
2022,VUT,Vanuatu,52.0345833333333
2023,VUT,Vanuatu,52.9358333333333
2024,VUT,Vanuatu,53.4470833333333
2016,WSM,Samoa,53.1758333333333
2017,WSM,Samoa,58.5854166666667
2018,WSM,Samoa,58.9070833333333
2019,WSM,Samoa,55.3870833333333
2020,WSM,Samoa,59.5925
2021,WSM,Samoa,64.42375
2022,WSM,Samoa,64.0295833333333
2023,WSM,Samoa,64.7845833333333
2024,WSM,Samoa,62.8295833333333
2016,YEM,"Yemen, Rep.",39.09875
2017,YEM,"Yemen, Rep.",43.6045833333333
2018,YEM,"Yemen, Rep.",39.7233333333333
2019,YEM,"Yemen, Rep.",33.5945833333333
2020,YEM,"Yemen, Rep.",29.0866666666667
2021,YEM,"Yemen, Rep.",28.3154166666667
2022,YEM,"Yemen, Rep.",32.9179166666667
2023,YEM,"Yemen, Rep.",37.6945833333333
2024,YEM,"Yemen, Rep.",37.4358333333333
2016,ZAF,South Africa,76.1520833333333
2017,ZAF,South Africa,75.9354166666667
2018,ZAF,South Africa,75.5795833333333
2019,ZAF,South Africa,73.6383333333333
2020,ZAF,South Africa,75.4975
2021,ZAF,South Africa,81.0429166666667
2022,ZAF,South Africa,81.2425
2023,ZAF,South Africa,81.7025
2024,ZAF,South Africa,81.2879166666667
2016,ZMB,Zambia,56.2475
2017,ZMB,Zambia,60.2804166666667
2018,ZMB,Zambia,60.6825
2019,ZMB,Zambia,60.1875
2020,ZMB,Zambia,62.8283333333333
2021,ZMB,Zambia,62.2979166666667
2022,ZMB,Zambia,62.2145833333333
2023,ZMB,Zambia,63.5008333333333
2024,ZMB,Zambia,64.1683333333333
2016,ZWE,Zimbabwe,41.3145833333333
2017,ZWE,Zimbabwe,51.0058333333333
2018,ZWE,Zimbabwe,58.18
2019,ZWE,Zimbabwe,64.3225
2020,ZWE,Zimbabwe,67.9741666666667
2021,ZWE,Zimbabwe,72.4641666666667
2022,ZWE,Zimbabwe,70.27125
2023,ZWE,Zimbabwe,70.4025
2024,ZWE,Zimbabwe,66.8020833333333
